Project name,Developer,Status,Operating year,Power capacity (MW),Building square footage,Land acres,CapEx,County,State,Latitude,Longitude,Source 1,Source 2,Source 3,Key community benefits,Permanent jobs predicted,Temporary construction jobs predicted,Local hire commitment,Workforce programs,Infrastructure commitments,Community opposition,Formal CBA?,Sources for community benefits,Est. power capacity (MW),Power capacity note,Last audited
Microsoft Goodyear Campus,Microsoft,Operational,2024,142.69,488000,279,,Maricopa,AZ,33.49257,-112.43882,https://epoch.ai/data/gpu-clusters,https://www.datacenterdynamics.com/en/news/microsoft-building-two-huge-data-centers-arizona/,https://public.destinyhosted.com/agenda_publish.cfm?id=46639&amp;mt=ALL&amp;get_month=3&amp;get_year=2023&amp;dsp=agm&amp;seq=1358&amp;rev=0&amp;min=1463&amp;ln=6717#ReturnTo6717,"$3M+ community investment to date across 93 projects with 60 partners in Phoenix West Valley; Gila River cleanup; WiFi connectivity for 1,000 Navajo Nation students; MESA program support for 1,500+ middle/high school students; Water conservation projects for Lake Mead and Colorado River",763 full-time employees and contractors projected by end of 2026 across Arizona facilities; Average compensation $148K vs $98K regional average,"1,100+ direct and indirect jobs in construction and operations",Not specified publicly,Microsoft Datacenter Academy with Estrella Mountain Community College and Glendale Community College; Gener8tor Skills Accelerator with Dysart Community Center for rapid reskilling,100% renewable energy; New facilities use no water for cooling (air-cooled); Lower Colorado River Resilience project; Groundwater replenishment for Goodyear and El Mirage; $845M total regional economic activity 2018-2023; $40M+ wastewater infrastructure investment,SIGNIFICANT water concerns: Estimated 56M gallons/year water usage; Water use figures redacted as 'proprietary'; Microsoft failed to complete promised water treatment facilities; Arizona AG warned 'allowing one more data center is an easy but stupid decision'; Microsoft agreed to switch to air cooling for future buildings due to water challenges,No,https://local.microsoft.com/blog/understanding-microsoft-datacenters-in-west-valley/; https://azure.microsoft.com/en-us/blog/expanding-cloud-services-microsoft-launches-its-sustainable-datacenter-region-in-arizona/; https://www.aztechcouncil.org/microsoft-agrees-to-make-data-centers-air-cooled-amid-water-infrastructure-challenges-in-goodyear/,,,
Core Scientific: Dalton 3,Core Scientific,Operational,2023,142,87000,12,,Whiefield,GA,34.70051551,-84.95049086,https://corescientific.com/high-density-data-centers/dalton-ga-dnn3/,https://www.datacenterdynamics.com/en/news/core-scientific-plans-new-ai-data-centers-in-dalton-georgia/,,Reuse of vacant factory; Level 5 DGX Ready certified; Workforce development with clear career paths; Infrastructure improvements to power grids and fiber networks; Governor Kemp praised job creation and community reinvigoration,75 jobs total across all Dalton facilities at $60K-$90K annual salaries,Significant construction workforce,Not specified publicly,Core Scientific workforce development programs; Training and career pathways in advanced technology,"Partnership with Dalton Utilities for power; Strategic location between Chattanooga, Nashville, and Atlanta data center markets",Residents expressed concern about impact on electrical rates at Feb 2025 Planning Commission meeting; Dalton Utilities peak load nearly doubled (250MW to 476MW),No,https://daltoncitizen.com/2025/09/27/dalton-whitfield-joint-development-authority-moves-forward-on-deal-for-data-center/; https://corescientific.com/about/community-impact/,,,
Tahoe Reno 1,Switch,Operational,2017,130,1300000,,,Storey,NV,39.5141083,-119.4736264,https://www.switch.com/switch-tahoe-reno-data-center-now-open/,,,"$3.4M donated in data center services to UNR for Pronghorn supercomputer; Innevation Center at University of Nevada, Reno for startups and innovation; 100% renewable energy since 2016; 70% veteran workforce; Climate Pledge participant since 2015",Not specified for Tahoe Reno 1; Over 900 jobs across Switch facilities,Not specified publicly,Not specified publicly,"Innevation Center at UNR for startups and commercialization; Co-working, mentoring, makerspace resources; Partnership with Nevada Center for Applied Research","$4B+ planned investment at Citadel Campus (1,000+ acres); 7.2M sq ft at full build-out; 600MW+ capacity; Uses effluent water from Truckee Meadows Water Reclamation Facility",No significant opposition reported; Generally welcomed by state and local officials,No,https://en.wikipedia.org/wiki/Switch_(company); https://www.switch.com/switch-announces-investment-downtown-reno-innevation-center/; https://www.nnbw.com/news/2023/oct/19/data-centers-to-northern-nevada-no-signs-of-slowing/,,,
Gainesville Crossing Data Campus Building 4 and 5,Corscale,Planned,,128,,130,,Prince William,VA,38.79974822,-77.58081151,https://www.datacenterdynamics.com/en/news/corscale-breaks-ground-on-54mw-gainsville-crossing-facility-in-northern-virginia/,,,Part of 130-acre master-planned campus; LEED certification target; Sustainable design with water conservation and biodiversity enhancement; Restoration of historic Farmhouse on site,Not specified for this campus,Not specified publicly,Not specified publicly,Not specified publicly,Dedicated on-site Dominion 135kV substation; 306MW total power capacity at full build-out; Recycled water systems; Adjacent to historic Manassas Battlefield,Part of broader Prince William County data center scrutiny; Adjacent to Manassas National Battlefield Park raises concerns,No,https://corscale.com/gainesville-crossing-data-center/; https://www.datacentermap.com/usa/virginia/gainesville-va/corscale-gainesville-crossing/; https://www.datacenterfrontier.com/hyperscale/article/11427580/corscale-launches-its-data-center-platform-with-northern-virginia-campus,,,
Council Bluffs Data Center - Campus 2 East,Google,Operational,2025,125,850000,,,Pottawattamie,IA,41.1758333,-95.8096853,https://datacenters.google/locations/,https://www.businessrecord.com/growth-of-data-centers-in-iowa/,https://semianalysis.com/2024/09/04/multi-datacenter-training-openais/,$3M+ in charitable giving to Iowa nonprofits/schools since 2009; BLink-Bluffs Free Community WiFi for Council Bluffs; 500 early-edition Chromebooks to schools; $250K to Advance Southwest Iowa entrepreneurial project; $1.3M for water quality projects with Great Outdoors Foundation; $500K for AI integration in workforce training and electrical apprenticeships,"900+ people on site including full-time and contractor roles (technicians, engineers, food service, maintenance, security)",Thousands of construction jobs,Not specified publicly,Free laptops and WiFi for students; Workforce training with electrical training ALLIANCE (etA); 700 apprentices by 2030 goal; Google Career Certificates and AI Essentials to all K-12 schools and community colleges,$6.8B+ invested in Iowa since 2007; $1.3M Missouri River basin grade stabilization; Community betterment payments of $400K per data center for 15 years,Some criticism of tax incentives ($523K per qualified job); Good Jobs First analysis questions subsidy cost-benefit,No,https://datacenters.google/locations/council-bluffs-iowa/; https://www.datacenterfrontier.com/cloud/article/11427613/google-has-invested-5-billion-in-its-iowa-data-centers; https://www.3newsnow.com/council-bluffs/google-announces-an-additional-1-billion-investment-in-council-bluffs-data-center,,,
West Jordan Campus - Phase 1,Novva,Operational,2023,120,300000,,1000000000,Salt Lake County,UT,40.5757525,-112.0469697,https://www.datacenterdynamics.com/en/news/novva-build-1bn-hyperscale-campus-west-jordan-utah/,,,Part of $1B hyperscale campus investment in Utah,Not specified publicly,Not specified publicly,Not specified publicly,Not specified publicly,Hyperscale campus development,No significant opposition reported,No,https://www.datacenterdynamics.com/en/news/novva-build-1bn-hyperscale-campus-west-jordan-utah/,,,
Archer: Minneapolis Campus,Archer Datacenters,Planned,2025,120,500000,84,,Rice,MN,44.36566732,-93.28652587,https://www.archerdatacenters.com/minneapolis,https://www.datacenterdynamics.com/en/news/archer-acquires-land-in-faribault-minnesota-for-120mw-data-center-campus/,,"Hyperscale campus in Faribault, Minnesota",Not specified publicly,Not specified publicly,Not specified publicly,Not specified publicly,120MW data center campus on 84 acres,No significant opposition reported,No,https://www.archerdatacenters.com/minneapolis; https://www.datacenterdynamics.com/en/news/archer-acquires-land-in-faribault-minnesota-for-120mw-data-center-campus/,,,
Aligned Ashburn IAD 02,Aligned,Operational,2020,120,513000,,,Loudoun,VA,39.01022199,-77.47503627,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://aligneddc.com/wp-content/uploads/2023/04/ALI_AshburnIIBldgSpecs211012_Web.pdf,,Part of Aligned's community investments including mikeroweWORKS Foundation support for skilled trades; STEM Racing program; Near-zero water utilization efficiency,Not specified for this facility,Not specified publicly,Not specified publicly,Partnership with SMU for Master of Science in Datacenter Systems Engineering; mikeroweWORKS Foundation scholarships,100% renewable power; Green Globe certification target; Closed-loop chilled water system,Part of broader Loudoun County data center concerns; New regulations require special exception for all new data centers,No,https://aligneddc.com/community/; https://aligneddc.com/wp-content/uploads/2023/04/ALI_AshburnIIBldgSpecs211012_Web.pdf,,,
Chirisa Technology Parks: CTP02 and CTP03,Chirisa Technology Parks,Planned,,120,284000,,,Chesterfield,VA,37.35990563,-77.32691513,https://chirisatechnologyparks.com/,https://www.datacenterdynamics.com/en/news/blue-owl-led-team-secure-600m-construction-loan-for-data-center/,,Part of $600M data center development,Not specified publicly,Not specified publicly,Not specified publicly,Not specified publicly,Not specified publicly,No significant opposition reported,No,https://chirisatechnologyparks.com/; https://www.datacenterdynamics.com/en/news/blue-owl-led-team-secure-600m-construction-loan-for-data-center/,,,
Northern Data: Maysville,Northern Data,Planned,2027,120,,63,,Jackson,GA,,,https://www.datacenterdynamics.com/en/news/northern-data-to-develop-120mw-hpc-data-center-in-georgia/,,,120MW HPC data center development in Georgia,Not specified publicly,Not specified publicly,Not specified publicly,Not specified publicly,120MW capacity on 63 acres,No significant opposition reported,No,https://www.datacenterdynamics.com/en/news/northern-data-to-develop-120mw-hpc-data-center-in-georgia/,,,
ASH1,Cologix,Operational,2023,120,1000000,,,Loudoun,VA,39.01941242,-77.45794519,https://www.pecva.org/region/culpeper/existing-and-proposed-data-centers-a-web-map/,https://cologix.com/data-centers/ashburn/ash1/,,"Part of Loudoun County data center ecosystem contributing 12,000+ jobs; Carrier-neutral interconnection hub",Not specified for this facility,Not specified publicly,Not specified publicly,Part of Northern Virginia workforce ecosystem,Not specified publicly,Part of broader Loudoun County data center concerns,No,https://cologix.com/data-centers/ashburn/ash1/,,,
EdgeConneX New Albany Campus,EdgeConneX,Under Construction,2026,120,1000000,270,,Trumbull,OH,40.08825,-82.723464,https://www.datacenterdynamics.com/en/news/edgeconnex-files-to-convert-warehouse-and-build-new-700000-sq-ft-data-center-in-new-albany-ohio/,,,"Part of Ohio's Silicon Heartland data center ecosystem supporting 95,000+ jobs statewide",Not specified publicly,Not specified publicly,Not specified publicly,Part of Ohio workforce development ecosystem,"Conversion of warehouse plus new 700,000 sq ft facility on 270 acres",Part of broader Ohio data center scrutiny regarding tax subsidies,No,https://www.datacenterdynamics.com/en/news/edgeconnex-files-to-convert-warehouse-and-build-new-700000-sq-ft-data-center-in-new-albany-ohio/,,,
Los Lunas Data Center,Meta,Operational,2019,120,1500000,750,2500000000,Valencia,NM,34.828031,-106.780983,https://datacenters.atmeta.com/us-locations/,https://www.datacenterdynamics.com/en/news/meta-planning-expansion-of-los-lunas-data-center-campus-in-new-mexico/,https://www.news-bulletin.com/news/los-lunas-meta-data-center-introduces-expansion-dedicated-to-artificial-intelligence/article_809a47fe-d366-11ef-b76e-470988820678.html,Community Action Grants for Valencia County nonprofits; $2.3M+ in grants and donations to local organizations since 2017; 210+ projects funded since 2019; $225K grant for free WiFi to 900 homes in eastern Valencia County; Water restoration projects restoring 64M gallons in 2021; Support for Belen Consolidated Schools STEM Center (6 consecutive grants); Be Pro Be Proud workforce development program,300 full-time Meta-associated employees at current campus; 30 additional jobs with proposed AI expansion,"1,000-1,250 construction workers; 1,400 construction jobs from renewable energy projects",Not specified publicly,Be Pro Be Proud program for skilled workforce; Support for Temple College-equivalent programs; STEM education grants to Belen schools,$2.5B+ invested in New Mexico; 885MW of new renewable energy and 100MW battery storage; 10 new wind/solar projects across 6 NM counties; $120M construction labor income from renewable projects; Water restoration projects; Comanche Creek wetlands partnership; LEED Gold certification,No significant opposition reported; Generally welcomed by community and officials; Village approved IRBs totaling up to $7.5B for AI expansion,No,https://greaterabq.com/expanding-its-footprint-meta-continues-growth-in-new-mexico-gives-back-to-communities-and-education/; https://engineering.fb.com/2019/02/07/data-center-engineering/los-lunas-data-center/; https://thetechcapital.com/meta-raises-facebook-los-lunas-data-centre-investment-to-2-2bn/,,,
